"","Player","Runs","Mins","BF","4s","6s","SR","Inns","","Opposition","Ground","Start Date",""
"13165","MV Boucher (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
"13166","L Klusener (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
"13167","M Ntini (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
"13168","N Boje (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
"13169","M Hayward (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
"13170","UDU Chandana (SL)","DNB","-","-","-","-","-","3","","v South Africa","Colombo (SSC)","11 Aug 2004",""
"13171","RS Kaluwitharana (SL)","DNB","-","-","-","-","-","3","","v South Africa","Colombo (SSC)","11 Aug 2004",""
"13172","SL Malinga (SL)","DNB","-","-","-","-","-","3","","v South Africa","Colombo (SSC)","11 Aug 2004",""
"13173","HMRKB Herath (SL)","DNB","-","-","-","-","-","3","","v South Africa","Colombo (SSC)","11 Aug 2004",""
"13174","WPUJC Vaas (SL)","DNB","-","-","-","-","-","3","","v South Africa","Colombo (SSC)","11 Aug 2004",""
"13175","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13176","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13177","JM Anderson (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13178","GP Thorpe (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13179","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13180","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Aug 2004",""
"13181","DR Smith (WI)","absent","-","-","-","-","-","2","","v England","The Oval","19 Aug 2004",""
"13182","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13183","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13184","MP Vaughan (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13185","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13186","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13187","JM Anderson (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13188","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13189","IR Bell (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13190","RWT Key (ENG)","DNB","-","-","-","-","-","4","","v West Indies","The Oval","19 Aug 2004",""
"13191","VVS Laxman (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13192","IK Pathan (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13193","R Dravid (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13194","PA Patel (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13195","SC Ganguly (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13196","A Kumble (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13197","Z Khan (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13198","M Kaif (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13199","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Chennai","14 Oct 2004",""
"13200","JEC Franklin (NZ)","DNB","-","-","-","-","-","1","","v Bangladesh","Chittagong","26 Oct 2004",""
"13201","PJ Wiseman (NZ)","DNB","-","-","-","-","-","1","","v Bangladesh","Chittagong","26 Oct 2004",""
"13202","DL Vettori (NZ)","DNB","-","-","-","-","-","1","","v Bangladesh","Chittagong","26 Oct 2004",""
"13203","SK Warne (AUS)","DNB","-","-","-","-","-","3","","v India","Nagpur","26 Oct 2004",""
"13204","DS Lehmann (AUS)","DNB","-","-","-","-","-","3","","v India","Nagpur","26 Oct 2004",""
"13205","JN Gillespie (AUS)","DNB","-","-","-","-","-","3","","v India","Nagpur","26 Oct 2004",""
"13206","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","3","","v India","Nagpur","26 Oct 2004",""
"13207","GD McGrath (AUS)","DNB","-","-","-","-","-","3","","v India","Nagpur","26 Oct 2004",""
"13208","Naved-ul-Hasan (PAK)","DNB","-","-","-","-","-","4","","v Sri Lanka","Karachi","28 Oct 2004",""
"13209","Inzamam-ul-Haq (PAK)","DNB","-","-","-","-","-","4","","v Sri Lanka","Karachi","28 Oct 2004",""
"13210","Danish Kaneria (PAK)","DNB","-","-","-","-","-","4","","v Sri Lanka","Karachi","28 Oct 2004",""
"13211","Kamran Akmal (PAK)","DNB","-","-","-","-","-","4","","v Sri Lanka","Karachi","28 Oct 2004",""
"13212","Riaz Afridi (PAK)","DNB","-","-","-","-","-","4","","v Sri Lanka","Karachi","28 Oct 2004",""
"13213","M Ntini (SA)","DNB","-","-","-","-","-","1","","v India","Kanpur","20 Nov 2004",""
"13214","Z de Bruyn (SA)","DNB","-","-","-","-","-","3","","v India","Kanpur","20 Nov 2004",""
"13215","RJ Peterson (SA)","DNB","-","-","-","-","-","3","","v India","Kanpur","20 Nov 2004",""
"13216","SM Pollock (SA)","DNB","-","-","-","-","-","3","","v India","Kanpur","20 Nov 2004",""
"13217","TL Tsolekile (SA)","DNB","-","-","-","-","-","3","","v India","Kanpur","20 Nov 2004",""
"13218","M Ntini (SA)","DNB","-","-","-","-","-","3","","v India","Kanpur","20 Nov 2004",""
"13219","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","1","","v New Zealand","Adelaide","26 Nov 2004",""
"13220","GD McGrath (AUS)","DNB","-","-","-","-","-","1","","v New Zealand","Adelaide","26 Nov 2004",""
"13221","MJ Clarke (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13222","AC Gilchrist (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13223","SK Warne (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13224","DS Lehmann (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13225","JN Gillespie (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13226","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13227","GD McGrath (AUS)","DNB","-","-","-","-","-","3","","v New Zealand","Adelaide","26 Nov 2004",""
"13228","A Kumble (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13229","KD Karthik (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13230","Z Khan (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13231","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13232","VVS Laxman (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13233","SC Ganguly (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13234","IK Pathan (INDIA)","DNB","-","-","-","-","-","4","","v South Africa","Kolkata","28 Nov 2004",""
"13235","GD McGrath (AUS)","DNB","-","-","-","-","-","3","","v Pakistan","Perth","16 Dec 2004",""
"13236","SK Warne (AUS)","DNB","-","-","-","-","-","3","","v Pakistan","Perth","16 Dec 2004",""
"13237","JN Gillespie (AUS)","DNB","-","-","-","-","-","3","","v Pakistan","Perth","16 Dec 2004",""
"13238","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","3","","v Pakistan","Perth","16 Dec 2004",""
"13239","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13240","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13241","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13242","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13243","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13244","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Port Elizabeth","17 Dec 2004",""
"13245","GD McGrath (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13246","MJ Clarke (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13247","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13248","DS Lehmann (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13249","JN Gillespie (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13250","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13251","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13252","SK Warne (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Melbourne","26 Dec 2004",""
"13253","SJ Harmison (ENG)","DNB","-","-","-","-","-","3","","v South Africa","Durban","26 Dec 2004",""
"13254","MJ Hoggard (ENG)","DNB","-","-","-","-","-","3","","v South Africa","Durban","26 Dec 2004",""
"13255","SP Jones (ENG)","DNB","-","-","-","-","-","3","","v South Africa","Durban","26 Dec 2004",""
"13256","DW Steyn (SA)","DNB","-","-","-","-","-","4","","v England","Durban","26 Dec 2004",""
"13257","GD McGrath (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13258","SR Watson (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13259","MJ Clarke (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13260","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13261","SK Warne (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13262","SCG MacGill (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13263","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13264","JN Gillespie (AUS)","DNB","-","-","-","-","-","4","","v Pakistan","Sydney","2 Jan 2005",""
"13265","CK Langeveldt (SA)","DNB","-","-","-","-","-","3","","v England","Cape Town","2 Jan 2005",""
"13266","Enamul Haque jnr (BDESH)","DNB","-","-","-","-","-","3","","v Zimbabwe","Chittagong","6 Jan 2005",""
"13267","JM Anderson (ENG)","DNB","-","-","-","-","-","1","","v South Africa","Johannesburg","13 Jan 2005",""
"13268","JM Anderson (ENG)","DNB","-","-","-","-","-","3","","v South Africa","Johannesburg","13 Jan 2005",""
"13269","Tapash Baisya (BDESH)","DNB","-","-","-","-","-","4","","v Zimbabwe","Dhaka","14 Jan 2005",""
"13270","Mashrafe Mortaza (BDESH)","DNB","-","-","-","-","-","4","","v Zimbabwe","Dhaka","14 Jan 2005",""
"13271","Mohammad Rafique (BDESH)","DNB","-","-","-","-","-","4","","v Zimbabwe","Dhaka","14 Jan 2005",""
"13272","Enamul Haque jnr (BDESH)","DNB","-","-","-","-","-","4","","v Zimbabwe","Dhaka","14 Jan 2005",""
"13273","N Boje (SA)","DNB","-","-","-","-","-","3","","v England","Centurion","21 Jan 2005",""
"13274","SM Pollock (SA)","DNB","-","-","-","-","-","3","","v England","Centurion","21 Jan 2005",""
"13275","A Nel (SA)","DNB","-","-","-","-","-","3","","v England","Centurion","21 Jan 2005",""
"13276","M Ntini (SA)","DNB","-","-","-","-","-","3","","v England","Centurion","21 Jan 2005",""
"13277","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Centurion","21 Jan 2005",""
"13278","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Centurion","21 Jan 2005",""
"13279","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Centurion","21 Jan 2005",""
"13280","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Centurion","21 Jan 2005",""
"13281","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v South Africa","Centurion","21 Jan 2005",""
"13282","N Boje (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13283","SM Pollock (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13284","CK Langeveldt (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13285","M Ntini (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13286","AG Prince (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13287","MV Boucher (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Cape Town","4 Mar 2005",""
"13288","KD Karthik (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13289","SR Tendulkar (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13290","Z Khan (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13291","VVS Laxman (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13292","R Dravid (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13293","IK Pathan (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13294","SC Ganguly (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13295","L Balaji (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13296","A Kumble (INDIA)","DNB","-","-","-","-","-","4","","v Pakistan","Mohali","8 Mar 2005",""
"13297","MJ Clarke (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13298","SM Katich (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13299","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13300","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13301","SK Warne (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13302","JN Gillespie (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13303","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13304","GD McGrath (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Christchurch","10 Mar 2005",""
"13305","M Zondeki (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Centurion","11 Mar 2005",""
"13306","A Nel (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Centurion","11 Mar 2005",""
"13307","CK Langeveldt (SA)","DNB","-","-","-","-","-","2","","v Zimbabwe","Centurion","11 Mar 2005",""
"13308","GD McGrath (AUS)","DNB","-","-","-","-","-","1","","v New Zealand","Wellington","18 Mar 2005",""
"13309","DL Vettori (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13310","IE O'Brien (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13311","BB McCullum (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13312","CS Martin (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13313","JEC Franklin (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13314","CD McMillan (NZ)","DNB","-","-","-","-","-","3","","v Australia","Wellington","18 Mar 2005",""
"13315","Kamran Akmal (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13316","Mohammad Yousuf (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13317","Abdul Razzaq (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13318","Arshad Khan (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13319","Asim Kamal (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13320","Mohammad Sami (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13321","Danish Kaneria (PAK)","DNB","-","-","-","-","-","3","","v India","Bengaluru","24 Mar 2005",""
"13322","JN Gillespie (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13323","MS Kasprowicz (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13324","MJ Clarke (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13325","SM Katich (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13326","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13327","GD McGrath (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13328","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13329","SK Warne (AUS)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","26 Mar 2005",""
"13330","PT Collins (WI)","DNB","-","-","-","-","-","1","","v South Africa","Georgetown","31 Mar 2005",""
"13331","RD King (WI)","DNB","-","-","-","-","-","1","","v South Africa","Georgetown","31 Mar 2005",""
"13332","CO Browne (WI)","DNB","-","-","-","-","-","1","","v South Africa","Georgetown","31 Mar 2005",""
"13333","DBL Powell (WI)","DNB","-","-","-","-","-","1","","v South Africa","Georgetown","31 Mar 2005",""
"13334","M Ntini (SA)","DNB","-","-","-","-","-","3","","v West Indies","Georgetown","31 Mar 2005",""
"13335","AJ Hall (SA)","DNB","-","-","-","-","-","3","","v West Indies","Georgetown","31 Mar 2005",""
"13336","N Boje (SA)","DNB","-","-","-","-","-","3","","v West Indies","Georgetown","31 Mar 2005",""
"13337","CK Langeveldt (SA)","DNB","-","-","-","-","-","3","","v West Indies","Georgetown","31 Mar 2005",""
"13338","A Nel (SA)","DNB","-","-","-","-","-","3","","v West Indies","Georgetown","31 Mar 2005",""
"13339","DPMD Jayawardene (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13340","KMDN Kulasekara (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13341","SL Malinga (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13342","KC Sangakkara (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13343","WPUJC Vaas (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13344","HMRKB Herath (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13345","UDU Chandana (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13346","TT Samaraweera (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13347","TM Dilshan (SL)","DNB","-","-","-","-","-","4","","v New Zealand","Napier","4 Apr 2005",""
"13348","N Boje (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13349","M Zondeki (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13350","A Nel (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13351","AG Prince (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13352","M Ntini (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13353","MV Boucher (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13354","HH Gibbs (SA)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","8 Apr 2005",""
"13355","N Boje (SA)","DNB","-","-","-","-","-","1","","v West Indies","St John's","29 Apr 2005",""
